,pVal,phase,peak.shape,period,diel
Other Gammaproteobacteria_K02916,0.573785191569277,8,4,24,NO
Roseobacter_K00302,0.574645235684632,16,12,24,NO
High-light Pro_K03564,0.575127610869223,24,20,24,NO
Planctomycetes_K02950,0.575127610869223,4,8,24,NO
Roseobacter_K04079,0.575127610869223,24,8,24,NO
SAR86_K02601,0.575127610869223,4,16,24,NO
Verrucomicrobia_K02110,0.575127610869223,20,16,24,NO
Other Bacteroidetes_K08296,0.576608909716398,24,8,24,NO
Marinimicrobia_K02338,0.577883020973105,20,4,24,NO
SAR92_K02911,0.577883020973105,16,4,24,NO
SAR92_K04485,0.577883020973105,16,20,24,NO
SAR86_K02959,0.580546967116178,4,8,24,NO
SAR11_K08351,0.581553123302304,24,4,24,NO
High-light Pro_K01733,0.58247071130395,4,12,24,NO
SAR92_K03517,0.58247071130395,4,12,24,NO
High-light Pro_K01585,0.582994755999161,16,4,24,NO
Roseobacter_K00647,0.583551263565654,8,16,24,NO
SAR86_K00526,0.584444002870755,4,8,24,NO
Euryarchaeota_K02122,0.585349325124898,8,12,24,NO
Flavobacteriia_K04078,0.585349325124898,8,12,24,NO
Other Alphaproteobacteria_K00161,0.585349325124898,12,12,24,NO
SAR11_K00304,0.585349325124898,8,12,24,NO
SAR11-like_K02909,0.585349325124898,8,12,24,NO
SAR86_K02874,0.585349325124898,24,12,24,NO
SAR92_K01889,0.585349325124898,8,12,24,NO
SAR92_K01928,0.585394484614314,16,20,24,NO
SAR86_K01952,0.586614234676408,16,20,24,NO
SAR86_K02535,0.586614234676408,4,8,24,NO
Euryarchaeota_K03041,0.586928484770562,4,16,24,NO
Flavobacteriia_K00284,0.586928484770562,4,8,24,NO
Other Gammaproteobacteria_K00134,0.586928484770562,4,16,24,NO
SAR11-like_K00364,0.586928484770562,4,8,24,NO
Other Alphaproteobacteria_K17241,0.587550100797436,4,8,24,NO
OM60/NOR5_K03969,0.588822393690503,4,4,24,NO
Other Alphaproteobacteria_K16846,0.588822393690503,24,12,24,NO
SAR116_K15987,0.588822393690503,4,4,24,NO
Firmicutes_K03551,0.591694097842632,16,4,24,NO
SAR86_K00252,0.592362718847194,4,12,24,NO
SAR92_K02108,0.592362718847194,24,12,24,NO
High-light Pro_K03428,0.593480171335718,16,16,24,NO
OM60/NOR5_K01892,0.593480171335718,16,16,24,NO
Crocosphaera_K08480,0.593570887830287,4,12,24,NO
Flavobacteriia_K01961,0.593570887830287,4,8,24,NO
SAR11_K02199,0.593570887830287,8,4,24,NO
SAR86_K01649,0.593928630765929,4,8,24,NO
Other Bacteroidetes_K02274,0.596075051437512,12,4,24,NO
SAR92_K02950,0.597698612085458,4,20,24,NO
--_K02899,0.599767264349715,16,16,24,NO
SAR11-like_K00341,0.599767264349715,8,4,24,NO
Other Bacteroidetes_K00164,0.601262091268406,16,12,24,NO
SAR11_K18138,0.601262091268406,16,8,24,NO
SAR86_K02952,0.601262091268406,24,8,24,NO
SAR92_K03071,0.601262091268406,16,12,24,NO
SAR116_K00053,0.603220276907294,8,16,24,NO
Other Alphaproteobacteria_K02990,0.603779589002153,4,4,24,NO
Roseobacter_K02878,0.603779589002153,4,4,24,NO
SAR116_K02556,0.603779589002153,4,4,24,NO
High-light Pro_K00845,0.606440081412047,12,4,24,NO
Other Gammaproteobacteria_K01069,0.60661538732945,8,20,24,NO
SAR324_K00817,0.60661538732945,8,20,24,NO
SAR92_K00681,0.60661538732945,4,20,24,NO
Flavobacteriia_K01915,0.607810449100796,16,12,24,NO
Other Gammaproteobacteria_K06901,0.607810449100796,24,12,24,NO
SAR86_K00324,0.607810449100796,24,12,24,NO
Crocosphaera_K00145,0.60869099092927,16,12,24,NO
Firmicutes_K00053,0.609478474691015,12,8,24,NO
SAR116_K02409,0.609796642395825,4,8,24,NO
Marinimicrobia_K06942,0.614330217625532,20,12,24,NO
Other Bacteroidetes_K03043,0.614408928378548,24,20,24,NO
SAR92_K03438,0.614664208845029,24,12,24,NO
Other Alphaproteobacteria_K00253,0.615253085092353,16,8,24,NO
Firmicutes_K00027,0.615970398831868,12,20,24,NO
Crocosphaera_K00942,0.61646319219503,4,16,24,NO
Roseobacter_K01721,0.61646319219503,4,16,24,NO
SAR86_K05349,0.61646319219503,8,16,24,NO
SAR116_K03569,0.617496173198381,16,16,24,NO
Actinobacteria_K00957,0.618267209425564,16,12,24,NO
Firmicutes_K04042,0.618267209425564,12,8,24,NO
--_K03070,0.619032019304313,12,12,24,NO
Actinobacteria_K03521,0.619032019304313,12,20,24,NO
Marinimicrobia_K01915,0.619032019304313,4,20,24,NO
Other Gammaproteobacteria_K02108,0.619032019304313,20,4,24,NO
Other Gammaproteobacteria_K02110,0.619032019304313,16,20,24,NO
SAR11_K01999,0.619032019304313,16,4,24,NO
SAR11_K07516,0.619032019304313,8,4,24,NO
SAR11_K10439,0.619032019304313,16,20,24,NO
SAR92_K03075,0.619032019304313,12,12,24,NO
--_K00873,0.619368071232361,4,4,24,NO
Marinimicrobia_K02108,0.619483845539054,8,8,24,NO
Other Alphaproteobacteria_K07483,0.621124908769956,16,8,24,NO
--_K01687,0.622365131734894,20,4,24,NO
Roseobacter_--,0.622365131734894,8,16,24,NO
Roseobacter_K01714,0.622436631350783,12,8,24,NO
Other Gammaproteobacteria_K04047,0.622617971101269,24,16,24,NO
SAR11-like_K01902,0.62286431503544,16,20,24,NO
Roseobacter_K01997,0.623092632109612,16,20,24,NO
SAR116_K01802,0.623092632109612,24,12,24,NO
--_K04755,0.625722929135031,12,16,24,NO
Roseobacter_K00800,0.625722929135031,16,16,24,NO
Roseobacter_K00620,0.625851817044939,12,12,24,NO
Roseobacter_K01338,0.625851817044939,4,20,24,NO
Marinimicrobia_K01647,0.628619002087465,8,16,24,NO
Other Alphaproteobacteria_K05710,0.628619002087465,8,12,24,NO
Roseobacter_K02469,0.628619002087465,4,20,24,NO
SAR92_K03979,0.628619002087465,4,4,24,NO
High-light Pro_K03650,0.629673065551994,8,8,24,NO
Other Alphaproteobacteria_K01687,0.629673065551994,4,20,24,NO
SAR86_K13775,0.629673065551994,24,12,24,NO
Other Alphaproteobacteria_K01011,0.630494973818291,12,4,24,NO
--_K02474,0.630824112823268,12,12,24,NO
SAR92_K00133,0.630824112823268,4,16,24,NO
Actinobacteria_K02945,0.63217009648659,4,12,24,NO
Crocosphaera_K06203,0.634053378310079,8,8,24,NO
Flavobacteriia_K03076,0.634228547219144,4,12,24,NO
SAR11-like_K00812,0.634228547219144,24,12,24,NO
SAR92_K02992,0.635772928834778,24,20,24,NO
Flavobacteriia_K02864,0.636255163219814,8,12,24,NO
Crocosphaera_K00024,0.637210757412277,8,12,24,NO
Marinimicrobia_K00185,0.637210757412277,8,20,24,NO
Other Gammaproteobacteria_K00135,0.637210757412277,16,20,24,NO
SAR116_K09883,0.637210757412277,16,12,24,NO
SAR86_K02835,0.637210757412277,24,16,24,NO
SAR324_K03797,0.638651840825906,4,4,24,NO
Roseobacter_K00674,0.639768950925169,4,4,24,NO
--_K17243,0.641220819265878,4,4,24,NO
High-light Pro_K04066,0.641220819265878,16,16,24,NO
SAR11-like_K09767,0.641220819265878,16,20,24,NO
Firmicutes_K03657,0.641582619400105,20,4,24,NO
High-light Pro_K00254,0.641582619400105,4,16,24,NO
Other Gammaproteobacteria_K03522,0.641582619400105,16,12,24,NO
SAR11_K01714,0.641582619400105,16,12,24,NO
SAR116_K03106,0.641582619400105,12,20,24,NO
SAR86_K00266,0.641582619400105,16,16,24,NO
SAR86_K03527,0.641582619400105,4,12,24,NO
SAR92_K02867,0.641582619400105,4,4,24,NO
Low-light Pro_K01961,0.643598091905172,24,8,24,NO
SAR11_K02434,0.643598091905172,24,8,24,NO
SAR116_K03641,0.643598091905172,24,8,24,NO
SAR86_K02970,0.643825998346442,8,12,24,NO
Other Gammaproteobacteria_K00128,0.644107222036059,4,4,24,NO
SAR11-like_K03553,0.644438029459595,20,20,24,NO
Actinobacteria_K00518,0.644685205463009,8,8,24,NO
Other Alphaproteobacteria_K01755,0.644685205463009,24,8,24,NO
SAR92_K02115,0.645455354027812,16,4,24,NO
Crocosphaera_K02221,0.647132299257936,12,8,24,NO
High-light Pro_K06180,0.648105740049381,12,20,24,NO
Marinimicrobia_K00241,0.648105740049381,8,4,24,NO
Roseobacter_K01782,0.648105740049381,8,20,24,NO
SAR11_K03531,0.648105740049381,24,4,24,NO
Crocosphaera_K02022,0.651211167112147,24,20,24,NO
Crocosphaera_K02335,0.651211167112147,24,20,24,NO
High-light Pro_K04518,0.651211167112147,16,4,24,NO
SAR11_K03852,0.651211167112147,16,4,24,NO
SAR86_K03569,0.651211167112147,16,20,24,NO
SAR116_K07516,0.652010848106633,24,8,24,NO
SAR92_K02619,0.65251822227117,20,16,24,NO
--_K00088,0.653328699707387,12,8,24,NO
Other Gammaproteobacteria_K00252,0.654329220939365,16,4,24,NO
SAR11_K01903,0.654329220939365,4,4,24,NO
Crocosphaera_K04043,0.656093413241678,12,16,24,NO
Flavobacteriia_K00128,0.656093413241678,4,12,24,NO
Other Gammaproteobacteria_K18989,0.656242588348715,4,20,24,NO
Crocosphaera_K00806,0.656425643096763,24,20,24,NO
High-light Pro_K02687,0.657696133277357,20,20,24,NO
OM60/NOR5_K00266,0.658210947455927,16,20,24,NO
SAR116_K02055,0.658242946757799,16,12,24,NO
SAR86_K01736,0.658568795191103,24,12,24,NO
Firmicutes_K07009,0.65919456479487,4,20,24,NO
Flavobacteriia_K05637,0.65919456479487,12,8,24,NO
Other Gammaproteobacteria_K00666,0.65919456479487,4,8,24,NO
Other Gammaproteobacteria_K03667,0.65919456479487,8,16,24,NO
Flavobacteriia_K00088,0.660914138254787,8,12,24,NO
Other Alphaproteobacteria_K02002,0.660914138254787,16,20,24,NO
SAR11_K06134,0.660914138254787,16,12,24,NO
SAR324_K03694,0.660914138254787,8,16,24,NO
SAR92_K02899,0.660914138254787,4,12,24,NO
SAR324_K01870,0.663704839289029,12,4,24,NO
SAR116_K01889,0.663720988637598,20,20,24,NO
Other Alphaproteobacteria_K02040,0.664050885449142,4,12,24,NO
SAR86_K00940,0.664050885449142,4,12,24,NO
Crocosphaera_K03588,0.666915729789319,8,8,24,NO
High-light Pro_K01524,0.667471480478788,12,12,24,NO
Other Bacteroidetes_K02959,0.668577961614323,12,20,24,NO
SAR86_K07258,0.668761114045252,24,8,24,NO
Crocosphaera_K13628,0.669508486402125,8,12,24,NO
Other Gammaproteobacteria_K01870,0.67086789169048,16,12,24,NO
SAR92_K00824,0.67286168536367,20,12,24,NO
Crocosphaera_K07052,0.673828003434559,24,8,24,NO
High-light Pro_K00147,0.674063661826002,4,12,24,NO
Other Gammaproteobacteria_K11749,0.674063661826002,24,12,24,NO
SAR86_K02337,0.674063661826002,4,16,24,NO
SAR92_K02835,0.674063661826002,8,20,24,NO
Euryarchaeota_K02120,0.675939166611359,16,12,24,NO
SAR116_K00351,0.675939166611359,8,20,24,NO
Other Gammaproteobacteria_K07390,0.676958640816324,16,4,24,NO
SAR11-like_K00384,0.676958640816324,20,20,24,NO
SAR86_K01662,0.676958640816324,16,12,24,NO
SAR116_K00315,0.677453729771045,12,12,24,NO
--_K01647,0.677778538600755,8,12,24,NO
High-light Pro_K03499,0.677778538600755,24,12,24,NO
SAR86_K16052,0.677778538600755,12,12,24,NO
SAR92_K03177,0.678871643119361,16,20,24,NO
Roseobacter_K00122,0.679584667104526,16,12,24,NO
SAR11-like_K02054,0.679584667104526,24,12,24,NO
Cyanothece_K04763,0.681258153445524,20,12,24,NO
SAR116_K07749,0.681258153445524,16,4,24,NO
Planctomycetes_K02519,0.681851336682547,12,8,24,NO
SAR116_K11645,0.681851336682547,4,12,24,NO
SAR86_K03594,0.681851336682547,4,16,24,NO
SAR92_K01716,0.681851336682547,16,12,24,NO
High-light Pro_K16786,0.682328674588011,12,8,24,NO
SAR86_K00784,0.682328674588011,8,4,24,NO
Euryarchaeota_K06174,0.683038059936814,4,8,24,NO
Other Bacteroidetes_K04564,0.683204814744995,16,4,24,NO
SAR11_K02356,0.683204814744995,16,20,24,NO
SAR324_K02409,0.683946552293458,4,8,24,NO
SAR11-like_K03529,0.684576442897278,4,4,24,NO
--_K04752,0.684777364795429,24,8,24,NO
SAR92_K03528,0.684777364795429,16,8,24,NO
SAR86_K03981,0.685281199421286,4,8,24,NO
Crocosphaera_K07107,0.68544830211396,24,12,24,NO
SAR92_K02112,0.68544830211396,4,20,24,NO
Flavobacteriia_K07636,0.68546673313411,24,20,24,NO
SAR11-like_K06168,0.686106859109312,24,12,24,NO
Other Alphaproteobacteria_K14446,0.688120705741587,4,16,24,NO
Roseobacter_K13777,0.689038303631303,4,8,24,NO
SAR92_K03217,0.689038303631303,4,16,24,NO
Crocosphaera_K00392,0.690367743268242,24,12,24,NO
Other Gammaproteobacteria_K02469,0.691848866262638,12,20,24,NO
SAR11_K08738,0.691848866262638,16,8,24,NO
SAR11_K09760,0.691930691659677,8,20,24,NO
OM60/NOR5_K03530,0.692411628850312,16,12,24,NO
Other Gammaproteobacteria_K00240,0.692730598812838,12,12,24,NO
SAR11-like_K03569,0.692730598812838,24,12,24,NO
SAR86_K01571,0.692730598812838,24,12,24,NO
SAR92_K01756,0.692730598812838,12,12,24,NO
Eukaryota_K03878,0.693508876569178,16,4,24,NO
Roseobacter_K09969,0.693508876569178,4,8,24,NO
--_K00091,0.693834993001463,20,4,24,NO
Crocosphaera_K01649,0.693834993001463,16,20,24,NO
Crocosphaera_K07106,0.693834993001463,24,8,24,NO
Other Gammaproteobacteria_K00031,0.694833551295514,4,16,24,NO
SAR11-like_K02884,0.694833551295514,4,8,24,NO
SAR86_K03640,0.694833551295514,24,20,24,NO
Planctomycetes_K01814,0.694908050227322,24,20,24,NO
Marinimicrobia_K00184,0.696101943952716,4,4,24,NO
SAR86_K06168,0.696527300794099,16,12,24,NO
Flavobacteriia_K01682,0.696919326231436,12,12,24,NO
Verrucomicrobia_K02935,0.696919326231436,8,12,24,NO
Marinimicrobia_K01255,0.698140160341905,8,16,24,NO
Crocosphaera_K02956,0.698653433312306,24,8,24,NO
Crocosphaera_K03517,0.69896485356474,16,16,24,NO
Marinimicrobia_K04772,0.69896485356474,16,16,24,NO
Other Alphaproteobacteria_K07497,0.69896485356474,16,16,24,NO
SAR11_K02952,0.69896485356474,24,8,24,NO
High-light Pro_K03689,0.699593707198993,8,12,24,NO
Other Gammaproteobacteria_K01273,0.699593707198993,20,12,24,NO
SAR11_K01735,0.699593707198993,4,12,24,NO
SAR11_K02001,0.699593707198993,16,8,24,NO
SAR11-like_K03502,0.699593707198993,16,20,24,NO
SAR92_K01810,0.699593707198993,24,12,24,NO
--_K02556,0.700894525822862,24,8,24,NO
--_K00789,0.700979211123313,16,4,24,NO
Flavobacteriia_K02112,0.700979211123313,4,20,24,NO
SAR11-like_K00858,0.700979211123313,16,20,24,NO
Viruses_K02711,0.702819209182014,12,8,24,NO
Crocosphaera_K05577,0.704220031389496,16,4,24,NO
SAR11_K03116,0.704220031389496,16,4,24,NO
SAR92_K09760,0.705257471961564,20,20,24,NO
--_K02002,0.706591096486359,16,20,24,NO
SAR92_K03590,0.70676360146034,4,16,24,NO
SAR86_K02108,0.707852425552493,8,20,24,NO
Actinobacteria_K02518,0.708124882045115,24,16,24,NO
SAR116_K02970,0.708750601000279,4,20,24,NO
Other Gammaproteobacteria_K02931,0.708836723076445,24,12,24,NO
Other Gammaproteobacteria_K09456,0.709048855921974,16,4,24,NO
Other Gammaproteobacteria_K01659,0.710376052483016,8,12,24,NO
SAR11_K00031,0.710376052483016,12,20,24,NO
SAR86_K02988,0.710376052483016,16,20,24,NO
SAR86_K01869,0.71203376214299,24,16,24,NO
SAR86_K02996,0.71203376214299,20,16,24,NO
Flavobacteriia_K02111,0.712176205602861,16,8,24,NO
Other Gammaproteobacteria_K00349,0.712176205602861,16,4,24,NO
Firmicutes_K00864,0.712229617517024,4,20,24,NO
SAR92_K16052,0.712229617517024,8,12,24,NO
SAR86_K01692,0.712285065396344,24,12,24,NO
SAR86_K02864,0.712285065396344,8,12,24,NO
SAR86_K03307,0.712732488268743,12,16,24,NO
SAR116_K09969,0.714173527518871,4,16,24,NO
Marinimicrobia_K01681,0.714603649560488,4,16,24,NO
SAR92_K03074,0.714603649560488,12,8,24,NO
Crocosphaera_K02909,0.716810416441639,24,16,24,NO
Eukaryota_K00337,0.716810416441639,8,4,24,NO
Crocosphaera_K03118,0.718044889802639,24,20,24,NO
Other Alphaproteobacteria_K01474,0.718044889802639,8,4,24,NO
Other Bacteroidetes_K03704,0.718044889802639,4,12,24,NO
Other Gammaproteobacteria_K02863,0.718044889802639,16,20,24,NO
SAR11_K01251,0.718044889802639,16,20,24,NO
Actinobacteria_K01409,0.719658566628165,12,12,24,NO
Other Alphaproteobacteria_K03521,0.720105459261431,8,12,24,NO
SAR86_K02195,0.720105459261431,8,8,24,NO
Euryarchaeota_K01652,0.721131835838165,8,12,24,NO
High-light Pro_K09772,0.723864332288752,20,20,24,NO
SAR324_K09386,0.723864332288752,16,4,24,NO
--_K02469,0.724091338791239,12,8,24,NO
Eukaryota_K03934,0.724832625393307,8,8,24,NO
SAR116_K00140,0.724832625393307,16,20,24,NO
Other Bacteroidetes_K01805,0.724992783142044,4,16,24,NO
Other Gammaproteobacteria_K03569,0.724992783142044,4,8,24,NO
--_K16153,0.725063302575375,24,16,24,NO
SAR86_K00154,0.725063302575375,4,8,24,NO
--_K01251,0.725683708895223,12,8,24,NO
SAR92_K01924,0.725683708895223,20,12,24,NO
SAR324_K03519,0.725722904083329,4,16,24,NO
SAR86_K00891,0.725722904083329,20,12,24,NO
Other Gammaproteobacteria_K00525,0.725863294148233,4,4,24,NO
Other Gammaproteobacteria_K15724,0.725863294148233,8,4,24,NO
SAR92_K02887,0.725863294148233,8,20,24,NO
Crocosphaera_K07116,0.726387632951481,24,12,24,NO
Crocosphaera_K11089,0.728384832798841,12,4,24,NO
SAR86_K00281,0.728384832798841,8,20,24,NO
SAR92_K01823,0.729473101118229,4,20,24,NO
SAR86_K13051,0.729576695132652,4,20,24,NO
Firmicutes_K02355,0.72988781808675,8,12,24,NO
High-light Pro_K02835,0.72988781808675,8,8,24,NO
Low-light Pro_K02111,0.72988781808675,24,8,24,NO
Other Gammaproteobacteria_K02112,0.730372894256863,4,16,24,NO
SAR11_K15792,0.730372894256863,4,4,24,NO
SAR11-like_K00525,0.73138105195311,24,20,24,NO
SAR11_K13583,0.731440611152544,24,12,24,NO
Other Alphaproteobacteria_K00674,0.732005158655352,24,8,24,NO
Flavobacteriia_K03531,0.732049452044431,12,20,24,NO
SAR11-like_K00338,0.732049452044431,16,20,24,NO
SAR116_K07793,0.732049452044431,16,20,24,NO
SAR92_K03472,0.732049452044431,16,20,24,NO
SAR86_K02902,0.732542981425982,20,16,24,NO
Flavobacteriia_K01874,0.733090617563402,4,4,24,NO
SAR92_K02879,0.733090617563402,4,8,24,NO
Roseobacter_K00134,0.73319027689684,4,16,24,NO
SAR11_K18277,0.73319027689684,16,16,24,NO
SAR86_K14393,0.73319027689684,24,16,24,NO
SAR92_K03305,0.73319027689684,4,16,24,NO
SAR11-like_K00850,0.733334879573005,16,4,24,NO
Other Alphaproteobacteria_K02948,0.734516811114991,20,8,24,NO
SAR11_K00135,0.734516811114991,4,4,24,NO
High-light Pro_K03043,0.735577469454673,24,8,24,NO
SAR11-like_K02115,0.735577469454673,16,8,24,NO
SAR92_K17713,0.735577469454673,16,8,24,NO
SAR11_K06213,0.736868733086474,12,8,24,NO
SAR86_K01465,0.736868733086474,4,4,24,NO
Firmicutes_K03040,0.738194943375195,4,8,24,NO
Other Alphaproteobacteria_K02556,0.739736654069468,4,20,24,NO
Flavobacteriia_K01955,0.740453398558992,8,16,24,NO
Flavobacteriia_K07164,0.740453398558992,24,12,24,NO
SAR11_K02990,0.740453398558992,12,8,24,NO
Other Alphaproteobacteria_K01756,0.74055565240034,20,4,24,NO
SAR11-like_K00275,0.740730409923502,16,4,24,NO
Other Gammaproteobacteria_K07263,0.740738787233273,8,12,24,NO
Roseobacter_K09972,0.740738787233273,16,4,24,NO
Other Bacteroidetes_K02967,0.741634978309765,4,8,24,NO
SAR92_K07082,0.741634978309765,4,12,24,NO
Flavobacteriia_K01881,0.742955619501517,20,20,24,NO
Other Bacteroidetes_K02863,0.742955619501517,24,20,24,NO
Marinimicrobia_K08602,0.743067904494724,8,12,24,NO
Other Alphaproteobacteria_K01902,0.743067904494724,8,12,24,NO
SAR11_K01962,0.743067904494724,8,8,24,NO
Actinobacteria_K03091,0.743821481637591,12,8,24,NO
High-light Pro_K01915,0.743821481637591,16,16,24,NO
SAR86_K02948,0.743821481637591,20,16,24,NO
Crocosphaera_K05578,0.746037570703985,4,20,24,NO
SAR116_K18983,0.74685153845249,8,4,24,NO
--_K02906,0.747641219724549,12,20,24,NO
Rivulariaceae_K08998,0.748088194316302,24,20,24,NO
--_K00831,0.749289620644547,16,20,24,NO
SAR11-like_K00108,0.749289620644547,16,12,24,NO
Flavobacteriia_K03522,0.749397614591263,24,4,24,NO
High-light Pro_K03724,0.749397614591263,20,8,24,NO
Crocosphaera_K17686,0.750112597921172,16,16,24,NO
Marinimicrobia_K00175,0.750112597921172,12,20,24,NO
SAR11_K19745,0.750112597921172,24,12,24,NO
SAR11-like_K03650,0.750112597921172,20,8,24,NO
Other Alphaproteobacteria_K03116,0.752241082806773,8,12,24,NO
SAR11-like_K03544,0.752241082806773,12,12,24,NO
Other Gammaproteobacteria_K05577,0.752312337749656,4,16,24,NO
SAR92_K00864,0.752312337749656,12,20,24,NO
Flavobacteriia_K03495,0.752650051646975,16,8,24,NO
High-light Pro_K02837,0.752650051646975,12,8,24,NO
Other Alphaproteobacteria_K03621,0.752650051646975,4,8,24,NO
SAR11_K02864,0.752726366412272,4,8,24,NO
SAR92_K07258,0.752726366412272,16,12,24,NO
Flavobacteriia_K00240,0.753041042402499,8,20,24,NO
Marinimicrobia_K01873,0.753041042402499,24,8,24,NO
Other Alphaproteobacteria_K02470,0.753041042402499,4,16,24,NO
SAR86_K02911,0.754398576827371,4,8,24,NO
Crocosphaera_K07336,0.756988935387921,8,8,24,NO
High-light Pro_K01925,0.756988935387921,12,8,24,NO
SAR86_K02890,0.757076340826353,4,8,24,NO
SAR92_K03773,0.757076340826353,8,8,24,NO
SAR324_K16137,0.757444764247397,12,20,24,NO
Flavobacteriia_K00259,0.757823503257793,8,12,24,NO
Marinimicrobia_K00681,0.757823503257793,12,8,24,NO
Roseobacter_K07080,0.758321619554252,24,8,24,NO
SAR86_K00088,0.758321619554252,16,20,24,NO
SAR11_K01866,0.75915266627439,8,16,24,NO
SAR86_K03596,0.75915266627439,24,12,24,NO
--_K02963,0.759159303058234,24,12,24,NO
Other Gammaproteobacteria_K02986,0.759159303058234,20,20,24,NO
--_K19191,0.759639305056127,20,4,24,NO
High-light Pro_K02502,0.759639305056127,12,4,24,NO
SAR11-like_K02557,0.759639305056127,8,8,24,NO
SAR92_K03544,0.759639305056127,8,12,24,NO
Other Gammaproteobacteria_K02397,0.759763061375995,4,8,24,NO
SAR11_K01892,0.759763061375995,24,20,24,NO
Firmicutes_K02388,0.760285938556381,24,12,24,NO
Other Gammaproteobacteria_K02622,0.760285938556381,8,4,24,NO
SAR11_K01870,0.760285938556381,8,16,24,NO
SAR92_K02907,0.760285938556381,16,4,24,NO
OM60/NOR5_K00257,0.761734841549978,12,12,24,NO
High-light Pro_K01591,0.761887287888044,16,4,24,NO
Actinobacteria_K00757,0.762216816325285,16,20,24,NO
SAR86_K04042,0.762216816325285,4,12,24,NO
SAR92_K02884,0.762412740808341,4,20,24,NO
SAR92_K07047,0.762412740808341,4,4,24,NO
SAR92_K08139,0.762412740808341,8,20,24,NO
SAR92_K00845,0.762590127494325,8,8,24,NO
SAR116_K00059,0.762607931465713,8,4,24,NO
SAR116_K02112,0.762718156938757,8,8,24,NO
Flavobacteriia_K01647,0.763272398132544,4,12,24,NO
SAR86_K01962,0.766191549829988,16,12,24,NO
Crocosphaera_K11524,0.766193647579509,24,8,24,NO
Firmicutes_K02935,0.766193647579509,4,8,24,NO
--_K02389,0.767320898497101,8,16,24,NO
Actinobacteria_K00275,0.767320898497101,20,4,24,NO
Flavobacteriia_K02992,0.767537253231636,24,20,24,NO
Actinobacteria_K10232,0.767722741110203,4,20,24,NO
Other Gammaproteobacteria_K03320,0.767722741110203,16,20,24,NO
Roseobacter_K07387,0.767722741110203,8,4,24,NO
SAR11-like_K06134,0.767821946765549,24,12,24,NO
High-light Pro_K01961,0.768535555087226,4,4,24,NO
Other Alphaproteobacteria_K00627,0.768535555087226,8,20,24,NO
SAR92_K02342,0.768535555087226,24,4,24,NO
Other Alphaproteobacteria_K16515,0.768542723281069,4,8,24,NO
Other Alphaproteobacteria_K06137,0.769470498245784,12,20,24,NO
SAR92_K03210,0.769470498245784,16,20,24,NO
SAR11-like_K02469,0.77060686113017,8,12,24,NO
SAR92_K00100,0.77060686113017,4,8,24,NO
SAR92_K00799,0.77060686113017,20,16,24,NO
SAR11_K09826,0.771066494630585,8,16,24,NO
SAR92_K01262,0.771066494630585,8,12,24,NO
SAR92_K02109,0.771066494630585,24,12,24,NO
--_K09014,0.7713571403762,8,20,24,NO
Crocosphaera_K16785,0.771436109554989,20,8,24,NO
Synechococcus_K00962,0.771436109554989,12,16,24,NO
SAR11_K06911,0.771594177003648,20,8,24,NO
SAR92_K03628,0.771594177003648,4,4,24,NO
Roseobacter_K03521,0.771870216497976,16,4,24,NO
SAR92_K01586,0.771870216497976,16,8,24,NO
Planctomycetes_K02111,0.772254200117683,12,16,24,NO
Crocosphaera_K06915,0.77259119801573,16,8,24,NO
Other Alphaproteobacteria_K02049,0.77259119801573,4,20,24,NO
SAR11-like_K00342,0.77259119801573,16,20,24,NO
SAR11-like_K00789,0.772641252683749,16,20,24,NO
Crocosphaera_K02899,0.77304118022882,24,12,24,NO
--_K07263,0.773421951439189,16,12,24,NO
SAR11_K03495,0.773421951439189,24,16,24,NO
Crocosphaera_K00226,0.773744236183974,16,4,24,NO
SAR11_K02986,0.773744236183974,24,12,24,NO
SAR86_K00100,0.773744236183974,4,16,24,NO
OM60/NOR5_K02111,0.774105415378842,4,4,24,NO
SAR11_K09883,0.774105415378842,4,20,24,NO
SUP05/ARCTIC96BD-19_K00162,0.774182090076318,12,4,24,NO
Low-light Pro_K02874,0.774672132886042,4,20,24,NO
Actinobacteria_K03111,0.774903050167587,24,12,24,NO
SAR11_K06942,0.775258037740713,8,4,24,NO
Roseobacter_K01704,0.776049964238995,4,20,24,NO
SAR92_K00860,0.776049964238995,4,16,24,NO
Actinobacteria_K11954,0.777042089742452,24,12,24,NO
Eukaryota_K02126,0.777299623846299,12,8,24,NO
High-light Pro_K03185,0.777299623846299,16,8,24,NO
Other Bacteroidetes_K00239,0.777299623846299,16,16,24,NO
SAR11_K01915,0.777299623846299,16,16,24,NO
SAR116_K01885,0.777299623846299,16,8,24,NO
Crocosphaera_K07037,0.777727734257257,8,12,24,NO
Other Gammaproteobacteria_K00830,0.777727734257257,4,20,24,NO
Flavobacteriia_K02948,0.777817732051565,8,12,24,NO
SAR86_K03521,0.777970352554677,24,12,24,NO
Roseobacter_K02950,0.778068351420872,16,20,24,NO
Synechococcus_K03522,0.778068351420872,8,12,24,NO
Other Alphaproteobacteria_K18068,0.7782970162546,4,16,24,NO
SAR92_K03559,0.7782970162546,4,16,24,NO
Firmicutes_K01455,0.7785803937943,24,12,24,NO
SAR11_K02109,0.7785803937943,16,4,24,NO
SAR11_K02338,0.7785803937943,8,16,24,NO
SAR86_K07738,0.7785803937943,4,8,24,NO
Other Alphaproteobacteria_K07736,0.779055590609216,20,16,24,NO
